Trace               ,Cache Size  ,Policy      ,Hits        ,Misses      ,Hit Ratio   , Time(s)     ,DynamodbDRAM,DynamodbSSD ,MongodbDRAM ,MongodbSSD  ,SqlDRAM     ,SqlSSD      
zipf_1.5_0.0.tr     ,5000        ,LRU         ,9925893     ,2074107     ,0.82715775  ,0.7715      ,25704016.5  ,50518749    ,108668296.5 ,133483029   ,212373646.5 ,237188379   
zipf_1.5_0.0.tr     ,6000        ,LRU         ,10013032    ,1986968     ,0.8344193333333333,0.7671      ,24876196.0  ,49908776    ,104354916.0 ,129387496   ,203703316.0 ,228735896   
zipf_1.5_0.0.tr     ,7000        ,LRU         ,10084668    ,1915332     ,0.840389    ,0.7604      ,24195654.0  ,49407324    ,100808934.0 ,126020604   ,196575534.0 ,221787204   
zipf_1.5_0.0.tr     ,8000        ,LRU         ,10145904    ,1854096     ,0.845492    ,0.7649      ,23613912.0  ,48978672    ,97777752.0  ,123142512   ,190482552.0 ,215847312   
zipf_1.5_0.0.tr     ,9000        ,LRU         ,10199195    ,1800805     ,0.8499329166666667,0.774       ,23107647.5  ,48605635    ,95139847.5  ,120637835   ,185180097.5 ,210678085   
zipf_1.5_0.0.tr     ,10000       ,LRU         ,10245817    ,1754183     ,0.8538180833333333,0.7663      ,22664738.5  ,48279281    ,92832058.5  ,118446601   ,180541208.5 ,206155751   
zipf_1.5_0.0.tr     ,20000       ,LRU         ,10540533    ,1459467     ,0.87837775  ,0.767       ,19864936.5  ,46216269    ,78243616.5  ,104594949   ,151216966.5 ,177568299   
zipf_1.5_0.0.tr     ,30000       ,LRU         ,10702486    ,1297514     ,0.8918738333333334,0.7768      ,18326383.0  ,45082598    ,70226943.0  ,96983158    ,135102643.0 ,161858858   
zipf_1.5_0.0.tr     ,40000       ,LRU         ,10813532    ,1186468     ,0.9011276666666667,0.7772      ,17271446.0  ,44305276    ,64730166.0  ,91763996    ,124053566.0 ,151087396   
zipf_1.5_0.0.tr     ,50000       ,LRU         ,10896659    ,1103341     ,0.9080549166666667,0.7762      ,16481739.5  ,43723387    ,60615379.5  ,87857027    ,115782429.5 ,143024077   
zipf_1.5_0.0.tr     ,60000       ,LRU         ,10963616    ,1036384     ,0.9136346666666667,0.7715      ,15845648.0  ,43254688    ,57301008.0  ,84710048    ,109120208.0 ,136529248   
zipf_1.5_0.0.tr     ,70000       ,LRU         ,11019443    ,980557      ,0.9182869166666666,0.7793      ,15315291.5  ,42863899    ,54537571.5  ,82086179    ,103565421.5 ,131114029   
zipf_1.5_0.0.tr     ,80000       ,LRU         ,11066160    ,933840      ,0.92218     ,0.7843      ,14871480.0  ,42536880    ,52225080.0  ,79890480    ,98917080.0  ,126582480   
zipf_1.5_0.0.tr     ,90000       ,LRU         ,11106885    ,893115      ,0.92557375  ,0.7722      ,14484592.5  ,42251805    ,50209192.5  ,77976405    ,94864942.5  ,122632155   
zipf_1.5_0.0.tr     ,100000      ,LRU         ,11142620    ,857380      ,0.9285516666666667,0.7809      ,14145110.0  ,42001660    ,48440310.0  ,76296860    ,91309310.0  ,119165860   
zipf_1.5_0.0.tr     ,200000      ,LRU         ,11358256    ,641744      ,0.9465213333333333,0.7739      ,12096568.0  ,40492208    ,37766328.0  ,66161968    ,69853528.0  ,98249168    
zipf_1.5_0.0.tr     ,300000      ,LRU         ,11458472    ,541528      ,0.9548726666666667,0.7751      ,11144516.0  ,39790696    ,32805636.0  ,61451816    ,59882036.0  ,88528216    
zipf_1.5_0.0.tr     ,400000      ,LRU         ,11505383    ,494617      ,0.9587819166666667,0.7658      ,10698861.5  ,39462319    ,30483541.5  ,59246999    ,55214391.5  ,83977849    
zipf_1.5_0.0.tr     ,500000      ,LRU         ,11516622    ,483378      ,0.9597185   ,0.7989      ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.5_0.0.tr     ,600000      ,LRU         ,11516622    ,483378      ,0.9597185   ,1.9561      ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.5_0.0.tr     ,700000      ,LRU         ,11516622    ,483378      ,0.9597185   ,0.764       ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.5_0.0.tr     ,800000      ,LRU         ,11516622    ,483378      ,0.9597185   ,0.7622      ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.5_0.0.tr     ,900000      ,LRU         ,11516622    ,483378      ,0.9597185   ,0.7633      ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.5_0.0.tr     ,1000000     ,LRU         ,11516622    ,483378      ,0.9597185   ,0.7682      ,10592091.0  ,39383646    ,29927211.0  ,58718766    ,54096111.0  ,82887666    
zipf_1.6_0.0.tr     ,1000        ,LRU         ,11017175    ,2982825     ,0.7869410714285714,0.7623      ,35336837.5  ,62879775    ,154649837.5 ,182192775   ,303791087.5 ,331334025   
zipf_1.6_0.0.tr     ,2000        ,LRU         ,11431215    ,2568785     ,0.8165153571428572,0.7582      ,31403457.5  ,59981495    ,134154857.5 ,162732895   ,262594107.5 ,291172145   
zipf_1.6_0.0.tr     ,3000        ,LRU         ,11652744    ,2347256     ,0.8323388571428572,0.7574      ,29298932.0  ,58430792    ,123189172.0 ,152321032   ,240551972.0 ,269683832   
zipf_1.6_0.0.tr     ,4000        ,LRU         ,11802000    ,2198000     ,0.843       ,0.7573      ,27881000.0  ,57386000    ,115801000.0 ,145306000   ,225701000.0 ,255206000   
zipf_1.6_0.0.tr     ,5000        ,LRU         ,11913016    ,2086984     ,0.8509297142857143,0.7655      ,26826348.0  ,56608888    ,110305708.0 ,140088248   ,214654908.0 ,244437448   
zipf_1.6_0.0.tr     ,6000        ,LRU         ,12001559    ,1998441     ,0.8572542142857142,0.7591      ,25985189.5  ,55989087    ,105922829.5 ,135926727   ,205844879.5 ,235848777   
zipf_1.6_0.0.tr     ,7000        ,LRU         ,12074241    ,1925759     ,0.8624457857142858,0.7543      ,25294710.5  ,55480313    ,102325070.5 ,132510673   ,198613020.5 ,228798623   
zipf_1.6_0.0.tr     ,8000        ,LRU         ,12136341    ,1863659     ,0.8668815   ,0.7542      ,24704760.5  ,55045613    ,99251120.5  ,129591973   ,192434070.5 ,222774923   
zipf_1.6_0.0.tr     ,9000        ,LRU         ,12190270    ,1809730     ,0.8707335714285714,0.749       ,24192435.0  ,54668110    ,96581635.0  ,127057310   ,187068135.0 ,217543810   
zipf_1.6_0.0.tr     ,10000       ,LRU         ,12237460    ,1762540     ,0.8741042857142857,0.766       ,23744130.0  ,54337780    ,94245730.0  ,124839380   ,182372730.0 ,212966380   
zipf_1.6_0.0.tr     ,20000       ,LRU         ,12535070    ,1464930     ,0.8953621428571429,0.7504      ,20916835.0  ,52254510    ,79514035.0  ,110851710   ,152760535.0 ,184098210   
zipf_1.6_0.0.tr     ,30000       ,LRU         ,12698246    ,1301754     ,0.9070175714285714,0.7588      ,19366663.0  ,51112278    ,71436823.0  ,103182438   ,136524523.0 ,168270138   
zipf_1.6_0.0.tr     ,40000       ,LRU         ,12809949    ,1190051     ,0.9149963571428571,0.7658      ,18305484.5  ,50330357    ,65907524.5  ,97932397    ,125410074.5 ,157434947   
zipf_1.6_0.0.tr     ,50000       ,LRU         ,12893559    ,1106441     ,0.9209685   ,0.7554      ,17511189.5  ,49745087    ,61768829.5  ,94002727    ,117090879.5 ,149324777   
zipf_1.6_0.0.tr     ,60000       ,LRU         ,12960856    ,1039144     ,0.9257754285714286,0.7415      ,16871868.0  ,49274008    ,58437628.0  ,90839768    ,110394828.0 ,142796968   
zipf_1.6_0.0.tr     ,70000       ,LRU         ,13016962    ,983038      ,0.929783    ,0.7643      ,16338861.0  ,48881266    ,55660381.0  ,88202786    ,104812281.0 ,137354686   
zipf_1.6_0.0.tr     ,80000       ,LRU         ,13063907    ,936093      ,0.9331362142857142,0.7702      ,15892883.5  ,48552651    ,53336603.5  ,85996371    ,100141253.5 ,132801021   
zipf_1.6_0.0.tr     ,90000       ,LRU         ,13104832    ,895168      ,0.9360594285714285,0.7735      ,15504096.0  ,48266176    ,51310816.0  ,84072896    ,96069216.0  ,128831296   
zipf_1.6_0.0.tr     ,100000      ,LRU         ,13140711    ,859289      ,0.9386222142857142,0.7605      ,15163245.5  ,48015023    ,49534805.5  ,82386583    ,92499255.5  ,125351033   
zipf_1.6_0.0.tr     ,200000      ,LRU         ,13357172    ,642828      ,0.9540837142857143,0.7686      ,13106866.0  ,46499796    ,38819986.0  ,72212916    ,70961386.0  ,104354316   
zipf_1.6_0.0.tr     ,300000      ,LRU         ,13457755    ,542245      ,0.9612682142857143,0.7648      ,12151327.5  ,45795715    ,33841127.5  ,67485515    ,60953377.5  ,94597765    
zipf_1.6_0.0.tr     ,400000      ,LRU         ,13504881    ,495119      ,0.9646343571428572,0.7702      ,11703630.5  ,45465833    ,31508390.5  ,65270593    ,56264340.5  ,90026543    
zipf_1.6_0.0.tr     ,500000      ,LRU         ,13516244    ,483756      ,0.965446    ,0.7461      ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.6_0.0.tr     ,600000      ,LRU         ,13516244    ,483756      ,0.965446    ,0.7697      ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.6_0.0.tr     ,700000      ,LRU         ,13516244    ,483756      ,0.965446    ,0.7492      ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.6_0.0.tr     ,800000      ,LRU         ,13516244    ,483756      ,0.965446    ,0.7541      ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.6_0.0.tr     ,900000      ,LRU         ,13516244    ,483756      ,0.965446    ,0.7404      ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.6_0.0.tr     ,1000000     ,LRU         ,13516244    ,483756      ,0.965446    ,0.744       ,11595682.0  ,45386292    ,30945922.0  ,64736532    ,55133722.0  ,88924332    
zipf_1.7_0.0.tr     ,1000        ,LRU         ,13000933    ,2999067     ,0.8125583125,0.7547      ,36491136.5  ,68993469    ,156453816.5 ,188956149   ,306407166.5 ,338909499   
zipf_1.7_0.0.tr     ,2000        ,LRU         ,13421257    ,2578743     ,0.8388285625,0.7457      ,32498058.5  ,66051201    ,135647778.5 ,169200921   ,264584928.5 ,298138071   
zipf_1.7_0.0.tr     ,3000        ,LRU         ,13645360    ,2354640     ,0.852835    ,0.7424      ,30369080.0  ,64482480    ,124554680.0 ,158668080   ,242286680.0 ,276400080   
zipf_1.7_0.0.tr     ,4000        ,LRU         ,13795935    ,2204065     ,0.8622459375,0.7514      ,28938617.5  ,63428455    ,117101217.5 ,151591055   ,227304467.5 ,261794305   
zipf_1.7_0.0.tr     ,5000        ,LRU         ,13907819    ,2092181     ,0.8692386875,0.7506      ,27875719.5  ,62645267    ,111562959.5 ,146332507   ,216172009.5 ,250941557   
zipf_1.7_0.0.tr     ,6000        ,LRU         ,13996953    ,2003047     ,0.8748095625,0.7523      ,27028946.5  ,62021329    ,107150826.5 ,142143209   ,207303176.5 ,242295559   
zipf_1.7_0.0.tr     ,7000        ,LRU         ,14070055    ,1929945     ,0.8793784375,0.7343      ,26334477.5  ,61509615    ,103532277.5 ,138707415   ,200029527.5 ,235204665   
zipf_1.7_0.0.tr     ,8000        ,LRU         ,14132515    ,1867485     ,0.8832821875,0.7485      ,25741107.5  ,61072395    ,100440507.5 ,135771795   ,193814757.5 ,229146045   
zipf_1.7_0.0.tr     ,9000        ,LRU         ,14186755    ,1813245     ,0.8866721875,0.7563      ,25225827.5  ,60692715    ,97755627.5  ,133222515   ,188417877.5 ,223884765   
zipf_1.7_0.0.tr     ,10000       ,LRU         ,14234184    ,1765816     ,0.8896365   ,0.7429      ,24775252.0  ,60360712    ,95407892.0  ,130993352   ,183698692.0 ,219284152   
zipf_1.7_0.0.tr     ,20000       ,LRU         ,14533033    ,1466967     ,0.9083145625,0.7523      ,21936186.5  ,58268769    ,80614866.5  ,116947449   ,153963216.5 ,190295799   
zipf_1.7_0.0.tr     ,30000       ,LRU         ,14696725    ,1303275     ,0.9185453125,0.7618      ,20381112.5  ,57122925    ,72512112.5  ,109253925   ,137675862.5 ,174417675   
zipf_1.7_0.0.tr     ,40000       ,LRU         ,14808695    ,1191305     ,0.9255434375,0.7497      ,19317397.5  ,56339135    ,66969597.5  ,103991335   ,126534847.5 ,163556585   
zipf_1.7_0.0.tr     ,50000       ,LRU         ,14892515    ,1107485     ,0.9307821875,0.7391      ,18521107.5  ,55752395    ,62820507.5  ,100051795   ,118194757.5 ,155426045   
zipf_1.7_0.0.tr     ,60000       ,LRU         ,14959941    ,1040059     ,0.9349963125,0.7422      ,17880560.5  ,55280413    ,59482920.5  ,96882773    ,111485870.5 ,148885723   
zipf_1.7_0.0.tr     ,70000       ,LRU         ,15016129    ,983871      ,0.9385080625,0.7501      ,17346774.5  ,54887097    ,56701614.5  ,94241937    ,105895164.5 ,143435487   
zipf_1.7_0.0.tr     ,80000       ,LRU         ,15063147    ,936853      ,0.9414466875,0.7523      ,16900103.5  ,54557971    ,54374223.5  ,92032091    ,101216873.5 ,138874741   
zipf_1.7_0.0.tr     ,90000       ,LRU         ,15104137    ,895863      ,0.9440085625,0.7551      ,16510698.5  ,54271041    ,52345218.5  ,90105561    ,97138368.5  ,134898711   
zipf_1.7_0.0.tr     ,100000      ,LRU         ,15140082    ,859918      ,0.946255125 ,0.7533      ,16169221.0  ,54019426    ,50565941.0  ,88416146    ,93561841.0  ,131412046   
zipf_1.7_0.0.tr     ,200000      ,LRU         ,15356814    ,643186      ,0.959800875 ,0.7512      ,14110267.0  ,52502302    ,39837707.0  ,78229742    ,71997007.0  ,110389042   
zipf_1.7_0.0.tr     ,300000      ,LRU         ,15457512    ,542488      ,0.9660945   ,0.7524      ,13153636.0  ,51797416    ,34853156.0  ,73496936    ,61977556.0  ,100621336   
zipf_1.7_0.0.tr     ,400000      ,LRU         ,15504711    ,495289      ,0.9690444375,0.7502      ,12705245.5  ,51467023    ,32516805.5  ,71278583    ,57281255.5  ,96043033    
zipf_1.7_0.0.tr     ,500000      ,LRU         ,15516117    ,483883      ,0.9697573125,0.7382      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.7_0.0.tr     ,600000      ,LRU         ,15516117    ,483883      ,0.9697573125,0.7437      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.7_0.0.tr     ,700000      ,LRU         ,15516117    ,483883      ,0.9697573125,0.7366      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.7_0.0.tr     ,800000      ,LRU         ,15516117    ,483883      ,0.9697573125,0.7491      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.7_0.0.tr     ,900000      ,LRU         ,15516117    ,483883      ,0.9697573125,0.7297      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.7_0.0.tr     ,1000000     ,LRU         ,15516117    ,483883      ,0.9697573125,0.7239      ,12596888.5  ,51387181    ,31952208.5  ,70742501    ,56146358.5  ,94936651    
zipf_1.8_0.0.tr     ,1000        ,LRU         ,14992942    ,3007058     ,0.8329412222222222,0.745       ,37567051.0  ,75049406    ,157849371.0 ,195331726   ,308202271.0 ,345684626   
zipf_1.8_0.0.tr     ,2000        ,LRU         ,15416702    ,2583298     ,0.8564834444444445,0.7378      ,33541331.0  ,72083086    ,136873251.0 ,175415006   ,266038151.0 ,304579906   
zipf_1.8_0.0.tr     ,3000        ,LRU         ,15642024    ,2357976     ,0.8690013333333333,0.7393      ,31400772.0  ,70505832    ,125719812.0 ,164824872   ,243618612.0 ,282723672   
zipf_1.8_0.0.tr     ,4000        ,LRU         ,15793253    ,2206747     ,0.8774029444444444,0.75        ,29964096.5  ,69447229    ,118233976.5 ,157717109   ,228571326.5 ,268054459   
zipf_1.8_0.0.tr     ,5000        ,LRU         ,15905552    ,2094448     ,0.8836417777777777,0.7492      ,28897256.0  ,68661136    ,112675176.0 ,152439056   ,217397576.0 ,257161456   
zipf_1.8_0.0.tr     ,6000        ,LRU         ,15994991    ,2005009     ,0.8886106111111111,0.7439      ,28047585.5  ,68035063    ,108247945.5 ,148235423   ,208498395.5 ,248485873   
zipf_1.8_0.0.tr     ,7000        ,LRU         ,16068322    ,1931678     ,0.8926845555555556,0.7393      ,27350941.0  ,67521746    ,104618061.0 ,144788866   ,201201961.0 ,241372766   
zipf_1.8_0.0.tr     ,8000        ,LRU         ,16130958    ,1869042     ,0.8961643333333333,0.7277      ,26755899.0  ,67083294    ,101517579.0 ,141844974   ,194969679.0 ,235297074   
zipf_1.8_0.0.tr     ,9000        ,LRU         ,16185317    ,1814683     ,0.8991842777777778,0.7389      ,26239488.5  ,66702781    ,98826808.5  ,139290101   ,189560958.5 ,230024251   
zipf_1.8_0.0.tr     ,10000       ,LRU         ,16232860    ,1767140     ,0.9018255555555555,0.7266      ,25787830.0  ,66369980    ,96473430.0  ,137055580   ,184830430.0 ,225412580   
zipf_1.8_0.0.tr     ,20000       ,LRU         ,16532188    ,1467812     ,0.9184548888888889,0.7322      ,22944214.0  ,64274684    ,81656694.0  ,122987164   ,155047294.0 ,196377764   
zipf_1.8_0.0.tr     ,30000       ,LRU         ,16696111    ,1303889     ,0.9275617222222222,0.7427      ,21386945.5  ,63127223    ,73542505.5  ,115282783   ,138736955.5 ,180477233   
zipf_1.8_0.0.tr     ,40000       ,LRU         ,16808183    ,1191817     ,0.9337879444444445,0.7431      ,20322261.5  ,62342719    ,67994941.5  ,110015399   ,127585791.5 ,169606249   
zipf_1.8_0.0.tr     ,50000       ,LRU         ,16892094    ,1107906     ,0.9384496666666666,0.7403      ,19525107.0  ,61755342    ,63841347.0  ,106071582   ,119236647.0 ,161466882   
zipf_1.8_0.0.tr     ,60000       ,LRU         ,16959550    ,1040450     ,0.9421972222222222,0.743       ,18884275.0  ,61283150    ,60502275.0  ,102901150   ,112524775.0 ,154923650   
zipf_1.8_0.0.tr     ,70000       ,LRU         ,17015775    ,984225      ,0.9453208333333334,0.7367      ,18350137.5  ,60889575    ,57719137.5  ,100258575   ,106930387.5 ,149469825   
zipf_1.8_0.0.tr     ,80000       ,LRU         ,17062826    ,937174      ,0.9479347777777778,0.738       ,17903153.0  ,60560218    ,55390113.0  ,98047178    ,102248813.0 ,144905878   
zipf_1.8_0.0.tr     ,90000       ,LRU         ,17103845    ,896155      ,0.9502136111111111,0.742       ,17513472.5  ,60273085    ,53359672.5  ,96119285    ,98167422.5  ,140927035   
zipf_1.8_0.0.tr     ,100000      ,LRU         ,17139812    ,860188      ,0.9522117777777778,0.7516      ,17171786.0  ,60021316    ,51579306.0  ,94428836    ,94588706.0  ,137438236   
zipf_1.8_0.0.tr     ,200000      ,LRU         ,17356689    ,643311      ,0.9642605   ,0.7353      ,15111454.5  ,58503177    ,40843894.5  ,84235617    ,73009444.5  ,116401167   
zipf_1.8_0.0.tr     ,300000      ,LRU         ,17457439    ,542561      ,0.9698577222222222,0.7291      ,14154329.5  ,57797927    ,35856769.5  ,79500367    ,62984819.5  ,106628417   
zipf_1.8_0.0.tr     ,400000      ,LRU         ,17504658    ,495342      ,0.972481    ,0.7338      ,13705749.0  ,57467394    ,33519429.0  ,77281074    ,58286529.0  ,102048174   
zipf_1.8_0.0.tr     ,500000      ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7228      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.8_0.0.tr     ,600000      ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7254      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.8_0.0.tr     ,700000      ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7335      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.8_0.0.tr     ,800000      ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7327      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.8_0.0.tr     ,900000      ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7246      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.8_0.0.tr     ,1000000     ,LRU         ,17516078    ,483922      ,0.9731154444444444,0.7248      ,13597259.0  ,57387454    ,32954139.0  ,76744334    ,57150239.0  ,100940434   
zipf_1.9_0.0.tr     ,1000        ,LRU         ,16988924    ,3011076     ,0.8494462   ,0.7432      ,38605222.0  ,81077532    ,159048262.0 ,201520572   ,309602062.0 ,352074372   
zipf_1.9_0.0.tr     ,2000        ,LRU         ,17414537    ,2585463     ,0.87072685  ,0.7362      ,34561898.5  ,78098241    ,137980418.5 ,181516761   ,267253568.5 ,310789911   
zipf_1.9_0.0.tr     ,3000        ,LRU         ,17640475    ,2359525     ,0.88202375  ,0.7407      ,32415487.5  ,76516675    ,126796487.5 ,170897675   ,244772737.5 ,288873925   
zipf_1.9_0.0.tr     ,4000        ,LRU         ,17792059    ,2207941     ,0.88960295  ,0.7364      ,30975439.5  ,75455587    ,119293079.5 ,163773227   ,229690129.5 ,274170277   
zipf_1.9_0.0.tr     ,5000        ,LRU         ,17904562    ,2095438     ,0.8952281   ,0.7334      ,29906661.0  ,74668066    ,113724181.0 ,158485586   ,218496081.0 ,263257486   
zipf_1.9_0.0.tr     ,6000        ,LRU         ,17994150    ,2005850     ,0.8997075   ,0.7339      ,29055575.0  ,74040950    ,109289575.0 ,154274950   ,209582075.0 ,254567450   
zipf_1.9_0.0.tr     ,7000        ,LRU         ,18067577    ,1932423     ,0.90337885  ,0.7375      ,28358018.5  ,73526961    ,105654938.5 ,150823881   ,202276088.5 ,247445031   
zipf_1.9_0.0.tr     ,8000        ,LRU         ,18130301    ,1869699     ,0.90651505  ,0.7288      ,27762140.5  ,73087893    ,102550100.5 ,147875853   ,196035050.5 ,241360803   
zipf_1.9_0.0.tr     ,9000        ,LRU         ,18184713    ,1815287     ,0.90923565  ,0.7224      ,27245226.5  ,72707009    ,99856706.5  ,145318489   ,190621056.5 ,236082839   
zipf_1.9_0.0.tr     ,10000       ,LRU         ,18232311    ,1767689     ,0.91161555  ,0.7227      ,26793045.5  ,72373823    ,97500605.5  ,143081383   ,185885055.5 ,231465833   
zipf_1.9_0.0.tr     ,20000       ,LRU         ,18531874    ,1468126     ,0.9265937   ,0.7344      ,23947197.0  ,70276882    ,82672237.0  ,129001922   ,156078537.0 ,202408222   
zipf_1.9_0.0.tr     ,30000       ,LRU         ,18695901    ,1304099     ,0.93479505  ,0.7262      ,22388940.5  ,69128693    ,74552900.5  ,121292653   ,139757850.5 ,186497603   
zipf_1.9_0.0.tr     ,40000       ,LRU         ,18808013    ,1191987     ,0.94040065  ,0.7431      ,21323876.5  ,68343909    ,69003356.5  ,116023389   ,128602706.5 ,175622739   
zipf_1.9_0.0.tr     ,50000       ,LRU         ,18891960    ,1108040     ,0.944598    ,0.739       ,20526380.0  ,67756280    ,64847980.0  ,112077880   ,120249980.0 ,167479880   
zipf_1.9_0.0.tr     ,60000       ,LRU         ,18959432    ,1040568     ,0.9479716   ,0.7321      ,19885396.0  ,67283976    ,61508116.0  ,108906696   ,113536516.0 ,160935096   
zipf_1.9_0.0.tr     ,70000       ,LRU         ,19015670    ,984330      ,0.9507835   ,0.7361      ,19351135.0  ,66890310    ,58724335.0  ,106263510   ,107940835.0 ,155480010   
zipf_1.9_0.0.tr     ,80000       ,LRU         ,19062737    ,937263      ,0.95313685  ,0.7462      ,18903998.5  ,66560841    ,56394518.5  ,104051361   ,103257668.5 ,150914511   
zipf_1.9_0.0.tr     ,90000       ,LRU         ,19103765    ,896235      ,0.95518825  ,0.7374      ,18514232.5  ,66273645    ,54363632.5  ,102123045   ,99175382.5  ,146934795   
zipf_1.9_0.0.tr     ,100000      ,LRU         ,19139740    ,860260      ,0.956987    ,0.7265      ,18172470.0  ,66021820    ,52582870.0  ,100432220   ,95595870.0  ,143445220   
zipf_1.9_0.0.tr     ,200000      ,LRU         ,19356653    ,643347      ,0.96783265  ,0.726       ,16111796.5  ,64503429    ,41845676.5  ,90237309    ,74013026.5  ,122404659   
zipf_1.9_0.0.tr     ,300000      ,LRU         ,19457418    ,542582      ,0.9728709   ,0.7319      ,15154529.0  ,63798074    ,36857809.0  ,85501354    ,63986909.0  ,112630454   
zipf_1.9_0.0.tr     ,400000      ,LRU         ,19504641    ,495359      ,0.97523205  ,0.7364      ,14705910.5  ,63467513    ,34520270.5  ,83281873    ,59288220.5  ,108049823   
zipf_1.9_0.0.tr     ,500000      ,LRU         ,19516066    ,483934      ,0.9758033   ,0.7317      ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_1.9_0.0.tr     ,600000      ,LRU         ,19516066    ,483934      ,0.9758033   ,0.727       ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_1.9_0.0.tr     ,700000      ,LRU         ,19516066    ,483934      ,0.9758033   ,0.7272      ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_1.9_0.0.tr     ,800000      ,LRU         ,19516066    ,483934      ,0.9758033   ,0.7298      ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_1.9_0.0.tr     ,900000      ,LRU         ,19516066    ,483934      ,0.9758033   ,0.7156      ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_1.9_0.0.tr     ,1000000     ,LRU         ,19516066    ,483934      ,0.9758033   ,0.7295      ,14597373.0  ,63387538    ,33954733.0  ,82744898    ,58151433.0  ,106941598   
zipf_2.0_0.0.tr     ,1000        ,LRU         ,18987028    ,3012972     ,0.8630467272727272,0.7354      ,39623234.0  ,87090804    ,160142114.0 ,207609684   ,310790714.0 ,358258284   
zipf_2.0_0.0.tr     ,2000        ,LRU         ,19413586    ,2586414     ,0.8824357272727272,0.7305      ,35570933.0  ,84104898    ,139027493.0 ,187561458   ,268348193.0 ,316882158   
zipf_2.0_0.0.tr     ,3000        ,LRU         ,19639824    ,2360176     ,0.8927192727272727,0.7375      ,33421672.0  ,82521232    ,127828712.0 ,176928272   ,245837512.0 ,294937072   
zipf_2.0_0.0.tr     ,4000        ,LRU         ,19791568    ,2208432     ,0.8996167272727272,0.7321      ,31980104.0  ,81459024    ,120317384.0 ,169796304   ,230738984.0 ,280217904   
zipf_2.0_0.0.tr     ,5000        ,LRU         ,19904174    ,2095826     ,0.9047351818181818,0.7314      ,30910347.0  ,80670782    ,114743387.0 ,164503822   ,219534687.0 ,269295122   
zipf_2.0_0.0.tr     ,6000        ,LRU         ,19993816    ,2006184     ,0.9088098181818182,0.7291      ,30058748.0  ,80043288    ,110306108.0 ,160290648   ,210615308.0 ,260599848   
zipf_2.0_0.0.tr     ,7000        ,LRU         ,20067288    ,1932712     ,0.9121494545454546,0.7274      ,29360764.0  ,79528984    ,106669244.0 ,156837464   ,203304844.0 ,253473064   
zipf_2.0_0.0.tr     ,8000        ,LRU         ,20130042    ,1869958     ,0.9150019090909091,0.723       ,28764601.0  ,79089706    ,103562921.0 ,153888026   ,197060821.0 ,247385926   
zipf_2.0_0.0.tr     ,9000        ,LRU         ,20184484    ,1815516     ,0.9174765454545455,0.731       ,28247402.0  ,78708612    ,100868042.0 ,151329252   ,191643842.0 ,242105052   
