Trace               ,Policy      ,Cache Size  ,Hits        ,Misses      ,Hit Ratio   ,Time(s)     ,DynamodbDRAM,DynamodbSSD ,MongodbDRAM ,MongodbSSD  ,SQLDRAM     ,SQLSSD      
zipf_1.5_0.0.tr     ,LRU         ,200000      ,20079447    ,5920553     ,0.7722864230769231,0.7855      ,  69245253.5,   119443871, 306067373.5,   356265991, 602095023.5,   652293641
zipf_1.5_0.0.tr     ,LRU         ,300000      ,20804129    ,5195871     ,0.8001588076923077,0.7876      ,  62360774.5,   114371097, 270195614.5,   322205937, 529989164.5,   581999487
zipf_1.5_0.0.tr     ,LRU         ,400000      ,21894187    ,4105813     ,0.8420841153846154,0.793       ,  52005223.5,   106740691, 216237743.5,   270973211, 421528393.5,   476263861
zipf_1.5_0.0.tr     ,LRU         ,500000      ,22429361    ,3570639     ,0.8626677307692308,0.7775      ,  46921070.5,   102994473, 189746630.5,   245820033, 368278580.5,   424351983
zipf_1.5_0.0.tr     ,LRU         ,600000      ,23670839    ,2329161     ,0.9104168846153846,0.7773      ,  35127029.5,    94304127, 128293469.5,   187470567, 244751519.5,   303928617
zipf_1.5_0.0.tr     ,LRU         ,700000      ,24027666    ,1972334     ,0.924141    ,0.7808      ,  31737173.0,    91806338, 110630533.0,   170699698, 209247233.0,   269316398
zipf_1.5_0.0.tr     ,LRU         ,800000      ,25060031    ,939969      ,0.9638473461538462,0.775       ,  21929705.5,    84579783,  59528465.5,   122178543, 106526915.5,   169176993
zipf_1.5_0.0.tr     ,LRU         ,900000      ,25106174    ,893826      ,0.9656220769230769,0.7712      ,  21491347.0,    84256782,  57244387.0,   120009822, 101935687.0,   164701122
zipf_1.5_0.0.tr     ,LRU         ,1000000     ,25106174    ,893826      ,0.9656220769230769,0.774       ,  21491347.0,    84256782,  57244387.0,   120009822, 101935687.0,   164701122
zipf_1.5_0.5.tr     ,LRU         ,1000        ,17574712    ,10425288    ,0.6276682857142857,0.785       , 113040236.0,   156977016, 530051756.0,   573988536,1051316156.0,  1095252936
zipf_1.5_0.5.tr     ,LRU         ,2000        ,17984282    ,10015718    ,0.6422957857142857,0.7682      , 109149321.0,   154110026, 509778041.0,   554738746,1010563941.0,  1055524646
zipf_1.5_0.5.tr     ,LRU         ,3000        ,18226436    ,9773564     ,0.6509441428571429,0.7732      , 106848858.0,   152414948, 497791418.0,   543357508, 986469618.0,  1032035708
zipf_1.5_0.5.tr     ,LRU         ,4000        ,18401396    ,9598604     ,0.6571927142857142,0.7576      , 105186738.0,   151190228, 489130898.0,   535134388, 969061098.0,  1015064588
zipf_1.5_0.5.tr     ,LRU         ,5000        ,18539088    ,9460912     ,0.6621102857142858,0.7544      , 103878664.0,   150226384, 482315144.0,   528662864, 955360744.0,  1001708464
zipf_1.5_0.5.tr     ,LRU         ,6000        ,18653687    ,9346313     ,0.6662031071428571,0.7472      , 102789973.5,   149424191, 476642493.5,   523276711, 943958143.5,   990592361
zipf_1.5_0.5.tr     ,LRU         ,7000        ,18751246    ,9248754     ,0.6696873571428571,0.7607      , 101863163.0,   148741278, 471813323.0,   518691438, 934251023.0,   981129138
zipf_1.5_0.5.tr     ,LRU         ,8000        ,18837477    ,9162523     ,0.6727670357142858,0.7607      , 101043968.5,   148137661, 467544888.5,   514638581, 925671038.5,   972764731
zipf_1.5_0.5.tr     ,LRU         ,9000        ,18914927    ,9085073     ,0.6755331071428572,0.7684      , 100308193.5,   147595511, 463711113.5,   510998431, 917964763.5,   965252081
zipf_1.5_0.5.tr     ,LRU         ,10000       ,18984596    ,9015404     ,0.6780212857142857,0.7645      ,  99646338.0,   147107828, 460262498.0,   507723988, 911032698.0,   958494188
zipf_1.5_0.5.tr     ,LRU         ,20000       ,19473606    ,8526394     ,0.6954859285714285,0.7723      ,  95000743.0,   143684758, 436056503.0,   484740518, 862376203.0,   911060218
zipf_1.5_0.5.tr     ,LRU         ,30000       ,19800761    ,8199239     ,0.7071700357142857,0.7674      ,  91892770.5,   141394673, 419862330.5,   469364233, 829824280.5,   879326183
zipf_1.5_0.5.tr     ,LRU         ,40000       ,20041618    ,7958382     ,0.7157720714285715,0.7716      ,  89604629.0,   139708674, 407939909.0,   458043954, 805859009.0,   855963054
zipf_1.5_0.5.tr     ,LRU         ,50000       ,20241303    ,7758697     ,0.7229036785714286,0.7724      ,  87707621.5,   138310879, 398055501.5,   448658759, 785990351.5,   836593609
zipf_1.5_0.5.tr     ,LRU         ,60000       ,20415738    ,7584262     ,0.7291335   ,0.7774      ,  86050489.0,   137089834, 389420969.0,   440460314, 768634069.0,   819673414
zipf_1.5_0.5.tr     ,LRU         ,70000       ,20572090    ,7427910     ,0.7347175   ,0.7803      ,  84565145.0,   135995370, 381681545.0,   433111770, 753077045.0,   804507270
zipf_1.5_0.5.tr     ,LRU         ,80000       ,20714260    ,7285740     ,0.739795    ,0.793       ,  83214530.0,   135000180, 374644130.0,   426429780, 738931130.0,   790716780
zipf_1.5_0.5.tr     ,LRU         ,90000       ,20846064    ,7153936     ,0.7445022857142857,0.785       ,  81962392.0,   134077552, 368119832.0,   420234992, 725816632.0,   777931792
zipf_1.5_0.5.tr     ,LRU         ,100000      ,20969227    ,7030773     ,0.7489009642857143,0.7793      ,  80792343.5,   133215411, 362023263.5,   414446331, 713561913.5,   765984981
zipf_1.5_0.5.tr     ,LRU         ,200000      ,22079447    ,5920553     ,0.7885516785714286,0.7587      ,  70245253.5,   125443871, 307067373.5,   362265991, 603095023.5,   658293641
zipf_1.5_0.5.tr     ,LRU         ,300000      ,22804129    ,5195871     ,0.8144331785714286,0.7684      ,  63360774.5,   120371097, 271195614.5,   328205937, 530989164.5,   587999487
zipf_1.5_0.5.tr     ,LRU         ,400000      ,23894187    ,4105813     ,0.8533638214285715,0.7735      ,  53005223.5,   112740691, 217237743.5,   276973211, 422528393.5,   482263861
zipf_1.5_0.5.tr     ,LRU         ,500000      ,24429361    ,3570639     ,0.8724771785714286,0.7616      ,  47921070.5,   108994473, 190746630.5,   251820033, 369278580.5,   430351983
zipf_1.5_0.5.tr     ,LRU         ,600000      ,25670839    ,2329161     ,0.9168156785714285,0.7766      ,  36127029.5,   100304127, 129293469.5,   193470567, 245751519.5,   309928617
zipf_1.5_0.5.tr     ,LRU         ,700000      ,26027666    ,1972334     ,0.9295595   ,0.7558      ,  32737173.0,    97806338, 111630533.0,   176699698, 210247233.0,   275316398
zipf_1.5_0.5.tr     ,LRU         ,800000      ,27060031    ,939969      ,0.9664296785714286,0.7725      ,  22929705.5,    90579783,  60528465.5,   128178543, 107526915.5,   175176993
zipf_1.5_0.5.tr     ,LRU         ,900000      ,27106174    ,893826      ,0.9680776428571428,0.7623      ,  22491347.0,    90256782,  58244387.0,   126009822, 102935687.0,   170701122
zipf_1.5_0.5.tr     ,LRU         ,1000000     ,27106174    ,893826      ,0.9680776428571428,0.764       ,  22491347.0,    90256782,  58244387.0,   126009822, 102935687.0,   170701122
zipf_1.5_1.0.tr     ,LRU         ,1000        ,19553785    ,10446215    ,0.6517928333333334,0.751       , 114239042.5,   163123505, 532087642.5,   580972105,1054398392.5,  1103282855
zipf_1.5_1.0.tr     ,LRU         ,2000        ,19963361    ,10036639    ,0.6654453666666666,0.7522      , 110348070.5,   160256473, 511813630.5,   561722033,1013645580.5,  1063553983
zipf_1.5_1.0.tr     ,LRU         ,3000        ,20205526    ,9794474     ,0.6735175333333333,0.7362      , 108047503.0,   158561318, 499826463.0,   550340278, 989550163.0,  1040063978
zipf_1.5_1.0.tr     ,LRU         ,4000        ,20380505    ,9619495     ,0.6793501666666667,0.7502      , 106385202.5,   157336465, 491165002.5,   542116265, 972139752.5,  1023091015
zipf_1.5_1.0.tr     ,LRU         ,5000        ,20518247    ,9481753     ,0.6839415666666666,0.758       , 105076653.5,   156372271, 484346773.5,   535642391, 958434423.5,  1009730041
zipf_1.5_1.0.tr     ,LRU         ,6000        ,20632923    ,9367077     ,0.6877641   ,0.7573      , 103987231.5,   155569539, 478670311.5,   530252619, 947024161.5,   998606469
zipf_1.5_1.0.tr     ,LRU         ,7000        ,20730593    ,9269407     ,0.6910197666666666,0.7482      , 103059366.5,   154885849, 473835646.5,   525662129, 937305996.5,   989132479
zipf_1.5_1.0.tr     ,LRU         ,8000        ,20816975    ,9183025     ,0.6938991666666666,0.747       , 102238737.5,   154281175, 469559737.5,   521602175, 928710987.5,   980753425
zipf_1.5_1.0.tr     ,LRU         ,9000        ,20894655    ,9105345     ,0.6964885   ,0.749       , 101500777.5,   153737415, 465714577.5,   517951215, 920981827.5,   973218465
zipf_1.5_1.0.tr     ,LRU         ,10000       ,20964655    ,9035345     ,0.6988218333333334,0.7461      , 100835777.5,   153247415, 462249577.5,   514661215, 914016827.5,   966428465
zipf_1.5_1.0.tr     ,LRU         ,20000       ,21458069    ,8541931     ,0.7152689666666666,0.7293      ,  96148344.5,   149793517, 437825584.5,   491470757, 864922134.5,   918567307
zipf_1.5_1.0.tr     ,LRU         ,30000       ,21800761    ,8199239     ,0.7266920333333333,0.7353      ,  92892770.5,   147394673, 420862330.5,   475364233, 830824280.5,   885326183
zipf_1.5_1.0.tr     ,LRU         ,40000       ,22041618    ,7958382     ,0.7347206   ,0.753       ,  90604629.0,   145708674, 408939909.0,   464043954, 806859009.0,   861963054
zipf_1.5_1.0.tr     ,LRU         ,50000       ,22241303    ,7758697     ,0.7413767666666666,0.7452      ,  88707621.5,   144310879, 399055501.5,   454658759, 786990351.5,   842593609
zipf_1.5_1.0.tr     ,LRU         ,60000       ,22415738    ,7584262     ,0.7471912666666667,0.7356      ,  87050489.0,   143089834, 390420969.0,   446460314, 769634069.0,   825673414
zipf_1.5_1.0.tr     ,LRU         ,70000       ,22572090    ,7427910     ,0.752403    ,0.7406      ,  85565145.0,   141995370, 382681545.0,   439111770, 754077045.0,   810507270
zipf_1.5_1.0.tr     ,LRU         ,80000       ,22714260    ,7285740     ,0.757142    ,0.749       ,  84214530.0,   141000180, 375644130.0,   432429780, 739931130.0,   796716780
zipf_1.5_1.0.tr     ,LRU         ,90000       ,22846064    ,7153936     ,0.7615354666666667,0.7464      ,  82962392.0,   140077552, 369119832.0,   426234992, 726816632.0,   783931792
zipf_1.5_1.0.tr     ,LRU         ,100000      ,22969227    ,7030773     ,0.7656409   ,0.7315      ,  81792343.5,   139215411, 363023263.5,   420446331, 714561913.5,   771984981
zipf_1.5_1.0.tr     ,LRU         ,200000      ,24079447    ,5920553     ,0.8026482333333333,0.7373      ,  71245253.5,   131443871, 308067373.5,   368265991, 604095023.5,   664293641
zipf_1.5_1.0.tr     ,LRU         ,300000      ,24804129    ,5195871     ,0.8268043   ,0.7409      ,  64360774.5,   126371097, 272195614.5,   334205937, 531989164.5,   593999487
zipf_1.5_1.0.tr     ,LRU         ,400000      ,25894187    ,4105813     ,0.8631395666666667,0.7379      ,  54005223.5,   118740691, 218237743.5,   282973211, 423528393.5,   488263861
zipf_1.5_1.0.tr     ,LRU         ,500000      ,26429361    ,3570639     ,0.8809787   ,0.7304      ,  48921070.5,   114994473, 191746630.5,   257820033, 370278580.5,   436351983
zipf_1.5_1.0.tr     ,LRU         ,600000      ,27670839    ,2329161     ,0.9223613   ,0.7382      ,  37127029.5,   106304127, 130293469.5,   199470567, 246751519.5,   315928617
zipf_1.5_1.0.tr     ,LRU         ,700000      ,28027666    ,1972334     ,0.9342555333333333,0.7375      ,  33737173.0,   103806338, 112630533.0,   182699698, 211247233.0,   281316398
zipf_1.5_1.0.tr     ,LRU         ,800000      ,29060031    ,939969      ,0.9686677   ,0.7328      ,  23929705.5,    96579783,  61528465.5,   134178543, 108526915.5,   181176993
zipf_1.5_1.0.tr     ,LRU         ,900000      ,29106174    ,893826      ,0.9702058   ,0.7488      ,  23491347.0,    96256782,  59244387.0,   132009822, 103935687.0,   176701122
zipf_1.5_1.0.tr     ,LRU         ,1000000     ,29106174    ,893826      ,0.9702058   ,0.7304      ,  23491347.0,    96256782,  59244387.0,   132009822, 103935687.0,   176701122
