Trace               ,Policy      ,Cache Size  ,Hits        ,Misses      ,Hit Ratio   ,Time(s)     ,DynamodbDRAM,DynamodbSSD ,MongodbDRAM ,MongodbSSD  ,SQLDRAM     ,SQLSSD      
zipf_1.0_0.5.tr     ,LRU         ,8000        ,7809723     ,8190277     ,0.4881076875,1.0005      ,  85807631.5,   105331939, 413418711.5,   432943019, 822932561.5,   842456869
zipf_1.0_0.5.tr     ,LRU         ,9000        ,7871498     ,8128502     ,0.491968625 ,1.0072      ,  85220769.0,   104899514, 410360849.0,   430039594, 816785949.0,   836464694
zipf_1.0_0.5.tr     ,LRU         ,10000       ,7927444     ,8072556     ,0.49546525  ,1.0179      ,  84689282.0,   104507892, 407591522.0,   427410132, 811219322.0,   831037932
zipf_1.0_0.5.tr     ,LRU         ,20000       ,8335924     ,7664076     ,0.52099525  ,1.0228      ,  80808722.0,   101648532, 387371762.0,   408211572, 770575562.0,   791415372
zipf_1.0_0.5.tr     ,LRU         ,30000       ,8610036     ,7389964     ,0.53812725  ,1.0324      ,  78204658.0,    99729748, 373803218.0,   395328308, 743301418.0,   764826508
zipf_1.0_0.5.tr     ,LRU         ,40000       ,8825017     ,7174983     ,0.5515635625,1.0268      ,  76162338.5,    98224881, 363161658.5,   385224201, 721910808.5,   743973351
zipf_1.0_0.5.tr     ,LRU         ,50000       ,9004771     ,6995229     ,0.5627981875,1.0279      ,  74454675.5,    96966603, 354263835.5,   376775763, 704025285.5,   726537213
zipf_1.0_0.5.tr     ,LRU         ,60000       ,9161729     ,6838271     ,0.5726080625,1.0271      ,  72963574.5,    95867897, 346494414.5,   369398737, 688407964.5,   711312287
zipf_1.0_0.5.tr     ,LRU         ,70000       ,9301329     ,6698671     ,0.5813330625,1.0509      ,  71637374.5,    94890697, 339584214.5,   362837537, 674517764.5,   697771087
zipf_1.0_0.5.tr     ,LRU         ,80000       ,9428136     ,6571864     ,0.5892585   ,1.0566      ,  70432708.0,    94003048, 333307268.0,   356877608, 661900468.0,   685470808
zipf_1.0_0.5.tr     ,LRU         ,90000       ,9545850     ,6454150     ,0.596615625 ,1.06        ,  69314425.0,    93179050, 327480425.0,   351345050, 650187925.0,   674052550
zipf_1.0_0.5.tr     ,LRU         ,100000      ,9655749     ,6344251     ,0.6034843125,1.0533      ,  68270384.5,    92409757, 322040424.5,   346179797, 639252974.5,   663392347
zipf_1.0_0.5.tr     ,LRU         ,200000      ,10506289    ,5493711     ,0.6566430625,1.1058      ,  60190254.5,    86455977, 279938694.5,   306204417, 554624244.5,   580889967
zipf_1.0_0.5.tr     ,LRU         ,300000      ,11160505    ,4839495     ,0.6975315625,1.1307      ,  53975202.5,    81876465, 247555002.5,   275456265, 489529752.5,   517431015
zipf_1.0_0.5.tr     ,LRU         ,400000      ,11936250    ,4063750     ,0.746015625 ,0.994       ,  46605625.0,    76446250, 209155625.0,   238996250, 412343125.0,   442183750
zipf_1.0_0.5.tr     ,LRU         ,500000      ,12463707    ,3536293     ,0.7789816875,1.0091      ,  41594783.5,    72754051, 183046503.5,   214205771, 359861153.5,   391020421
zipf_1.0_0.5.tr     ,LRU         ,600000      ,13696122    ,2303878     ,0.856007625 ,1.0099      ,  29886841.0,    64127146, 122041961.0,   156282266, 237235861.0,   271476166
zipf_1.0_0.5.tr     ,LRU         ,700000      ,14043039    ,1956961     ,0.8776899375,1.0052      ,  26591129.5,    61698727, 104869569.5,   139977167, 202717619.5,   237825217
zipf_1.0_0.5.tr     ,LRU         ,800000      ,15070108    ,929892      ,0.94188175  ,1.037       ,  16833974.0,    54509244,  54029654.0,    91704924, 100524254.0,   138199524
zipf_1.0_0.5.tr     ,LRU         ,900000      ,15110814    ,889186      ,0.944425875 ,1.038       ,  16447267.0,    54224302,  52014707.0,    89791742,  96474007.0,   134251042
zipf_1.0_0.5.tr     ,LRU         ,1000000     ,15110814    ,889186      ,0.944425875 ,1.0328      ,  16447267.0,    54224302,  52014707.0,    89791742,  96474007.0,   134251042
zipf_1.0_1.0.tr     ,LRU         ,1000        ,8579961     ,9420039     ,0.4766645   ,0.8872      ,  98490370.5,   119940273, 475291930.5,   496741833, 946293880.5,   967743783
zipf_1.0_1.0.tr     ,LRU         ,2000        ,8841005     ,9158995     ,0.4911669444444444,0.8828      ,  96010452.5,   118112965, 462370252.5,   484472765, 920320002.5,   942422515
zipf_1.0_1.0.tr     ,LRU         ,3000        ,9008190     ,8991810     ,0.500455    ,0.8771      ,  94422195.0,   116942670, 454094595.0,   476615070, 903685095.0,   926205570
zipf_1.0_1.0.tr     ,LRU         ,4000        ,9134378     ,8865622     ,0.5074654444444444,0.8968      ,  93223409.0,   116059354, 447848289.0,   470684234, 891129389.0,   913965334
zipf_1.0_1.0.tr     ,LRU         ,5000        ,9236881     ,8763119     ,0.5131600555555555,0.8959      ,  92249630.5,   115341833, 442774390.5,   465866593, 880930340.5,   904022543
zipf_1.0_1.0.tr     ,LRU         ,6000        ,9323871     ,8676129     ,0.5179928333333333,0.8923      ,  91423225.5,   114732903, 438468385.5,   461778063, 872274835.5,   895584513
zipf_1.0_1.0.tr     ,LRU         ,7000        ,9399630     ,8600370     ,0.5222016666666667,0.8828      ,  90703515.0,   114202590, 434718315.0,   458217390, 864736815.0,   888235890
zipf_1.0_1.0.tr     ,LRU         ,8000        ,9467094     ,8532906     ,0.5259496666666666,0.9129      ,  90062607.0,   113730342, 431378847.0,   455046582, 858024147.0,   881691882
zipf_1.0_1.0.tr     ,LRU         ,9000        ,9528873     ,8471127     ,0.5293818333333333,0.9034      ,  89475706.5,   113297889, 428320786.5,   452142969, 851877136.5,   875699319
zipf_1.0_1.0.tr     ,LRU         ,10000       ,9584820     ,8415180     ,0.53249     ,0.8976      ,  88944210.0,   112906260, 425551410.0,   449513460, 846310410.0,   870272460
zipf_1.0_1.0.tr     ,LRU         ,20000       ,9993368     ,8006632     ,0.5551871111111111,0.9025      ,  85063004.0,   110046424, 405328284.0,   430311704, 805659884.0,   830643304
zipf_1.0_1.0.tr     ,LRU         ,30000       ,10267595    ,7732405     ,0.5704219444444445,0.9027      ,  82457847.5,   108126835, 391754047.5,   417423035, 778374297.5,   804043285
zipf_1.0_1.0.tr     ,LRU         ,40000       ,10482794    ,7517206     ,0.5823774444444444,0.925       ,  80413457.0,   106620442, 381101697.0,   407308682, 756961997.0,   783168982
zipf_1.0_1.0.tr     ,LRU         ,50000       ,10662824    ,7337176     ,0.5923791111111111,0.9262      ,  78703172.0,   105360232, 372190212.0,   398847272, 739049012.0,   765706072
zipf_1.0_1.0.tr     ,LRU         ,60000       ,10820167    ,7179833     ,0.6011203888888889,0.9343      ,  77208413.5,   104258831, 364401733.5,   391452151, 723393383.5,   750443801
zipf_1.0_1.0.tr     ,LRU         ,70000       ,10960274    ,7039726     ,0.6089041111111111,0.9449      ,  75877397.0,   103278082, 357466437.0,   384867122, 709452737.0,   736853422
zipf_1.0_1.0.tr     ,LRU         ,80000       ,11087700    ,6912300     ,0.6159833333333333,0.9507      ,  74666850.0,   102386100, 351158850.0,   378878100, 696773850.0,   724493100
zipf_1.0_1.0.tr     ,LRU         ,90000       ,11206111    ,6793889     ,0.6225617222222222,0.943       ,  73541945.5,   101557223, 345297505.5,   373312783, 684991955.5,   713007233
zipf_1.0_1.0.tr     ,LRU         ,100000      ,11316858    ,6683142     ,0.6287143333333334,0.9568      ,  72489849.0,   100781994, 339815529.0,   368107674, 673972629.0,   702264774
zipf_1.0_1.0.tr     ,LRU         ,200000      ,12190901    ,5809099     ,0.6772722777777778,0.9655      ,  64186440.5,    94663693, 296550400.5,   327027653, 587005350.5,   617482603
zipf_1.0_1.0.tr     ,LRU         ,300000      ,12885405    ,5114595     ,0.7158558333333334,0.97        ,  57588652.5,    89802165, 262172452.5,   294385965, 517902202.5,   550115715
zipf_1.0_1.0.tr     ,LRU         ,400000      ,13936250    ,4063750     ,0.7742361111111111,0.8656      ,  47605625.0,    82446250, 210155625.0,   244996250, 413343125.0,   448183750
zipf_1.0_1.0.tr     ,LRU         ,500000      ,14463707    ,3536293     ,0.8035392777777778,0.8747      ,  42594783.5,    78754051, 184046503.5,   220205771, 360861153.5,   397020421
zipf_1.0_1.0.tr     ,LRU         ,600000      ,15696122    ,2303878     ,0.8720067777777778,0.8928      ,  30886841.0,    70127146, 123041961.0,   162282266, 238235861.0,   277476166
zipf_1.0_1.0.tr     ,LRU         ,700000      ,16043039    ,1956961     ,0.8912799444444445,0.9024      ,  27591129.5,    67698727, 105869569.5,   145977167, 203717619.5,   243825217
zipf_1.0_1.0.tr     ,LRU         ,800000      ,17070108    ,929892      ,0.9483393333333333,0.8944      ,  17833974.0,    60509244,  55029654.0,    97704924, 101524254.0,   144199524
zipf_1.0_1.0.tr     ,LRU         ,900000      ,17110814    ,889186      ,0.9506007777777777,0.9083      ,  17447267.0,    60224302,  53014707.0,    95791742,  97474007.0,   140251042
zipf_1.0_1.0.tr     ,LRU         ,1000000     ,17110814    ,889186      ,0.9506007777777777,0.8948      ,  17447267.0,    60224302,  53014707.0,    95791742,  97474007.0,   140251042
zipf_1.2_0.0.tr     ,LRU         ,1000        ,10099782    ,9900218     ,0.5049891   ,0.9533      , 104052071.0,   129301526, 500060791.0,   525310246, 995071691.0,  1020321146
zipf_1.2_0.0.tr     ,LRU         ,2000        ,10441445    ,9558555     ,0.52207225  ,0.9304      , 100806272.5,   126909885, 483148472.5,   509252085, 961076222.5,   987179835
zipf_1.2_0.0.tr     ,LRU         ,3000        ,10651028    ,9348972     ,0.5325514   ,0.9122      ,  98815234.0,   125442804, 472774114.0,   499401684, 940222714.0,   966850284
zipf_1.2_0.0.tr     ,LRU         ,4000        ,10805268    ,9194732     ,0.5402634   ,0.9289      ,  97349954.0,   124363124, 465139234.0,   492152404, 924875834.0,   951889004
zipf_1.2_0.0.tr     ,LRU         ,5000        ,10928321    ,9071679     ,0.54641605  ,0.9121      ,  96180950.5,   123501753, 459048110.5,   486368913, 912632060.5,   939952863
zipf_1.2_0.0.tr     ,LRU         ,6000        ,11031455    ,8968545     ,0.55157275  ,0.9046      ,  95201177.5,   122779815, 453942977.5,   481521615, 902370227.5,   929948865
zipf_1.2_0.0.tr     ,LRU         ,7000        ,11120176    ,8879824     ,0.5560088   ,0.9043      ,  94358328.0,   122158768, 449551288.0,   477351728, 893542488.0,   921342928
zipf_1.2_0.0.tr     ,LRU         ,8000        ,11198808    ,8801192     ,0.5599404   ,0.9098      ,  93611324.0,   121608344, 445659004.0,   473656024, 885718604.0,   913715624
zipf_1.2_0.0.tr     ,LRU         ,9000        ,11269988    ,8730012     ,0.5634994   ,0.9097      ,  92935114.0,   121110084, 442135594.0,   470310564, 878636194.0,   906811164
zipf_1.2_0.0.tr     ,LRU         ,10000       ,11334165    ,8665835     ,0.56670825  ,0.8904      ,  92325432.5,   120660845, 438958832.5,   467294245, 872250582.5,   900585995
zipf_1.2_0.0.tr     ,LRU         ,20000       ,11791463    ,8208537     ,0.58957315  ,0.893       ,  87981101.5,   117459759, 416322581.5,   445801239, 826749431.5,   856228089
zipf_1.2_0.0.tr     ,LRU         ,30000       ,12090861    ,7909139     ,0.60454305  ,0.8882      ,  85136820.5,   115363973, 401502380.5,   431729533, 796959330.5,   827186483
zipf_1.2_0.0.tr     ,LRU         ,40000       ,12321324    ,7678676     ,0.6160662   ,0.9133      ,  82947422.0,   113750732, 390094462.0,   420897772, 774028262.0,   804831572
zipf_1.2_0.0.tr     ,LRU         ,50000       ,12511859    ,7488141     ,0.62559295  ,0.9165      ,  81137339.5,   112416987, 380662979.5,   411942627, 755070029.5,   786349677
zipf_1.2_0.0.tr     ,LRU         ,60000       ,12677065    ,7322935     ,0.63385325  ,0.9136      ,  79567882.5,   111260545, 372485282.5,   404177945, 738632032.5,   770324695
zipf_1.2_0.0.tr     ,LRU         ,70000       ,12823247    ,7176753     ,0.64116235  ,0.9237      ,  78179153.5,   110237271, 365249273.5,   397307391, 724086923.5,   756145041
zipf_1.2_0.0.tr     ,LRU         ,80000       ,12955324    ,7044676     ,0.6477662   ,0.9163      ,  76924422.0,   109312732, 358711462.0,   391099772, 710945262.0,   743333572
zipf_1.2_0.0.tr     ,LRU         ,90000       ,13077369    ,6922631     ,0.65386845  ,0.9279      ,  75764994.5,   108458417, 352670234.5,   385363657, 698801784.5,   731495207
zipf_1.2_0.0.tr     ,LRU         ,100000      ,13191108    ,6808892     ,0.6595554   ,0.9293      ,  74684474.0,   107662244, 347040154.0,   380017924, 687484754.0,   720462524
zipf_1.2_0.0.tr     ,LRU         ,200000      ,14083784    ,5916216     ,0.7041892   ,0.9481      ,  66204052.0,   101413512, 302852692.0,   338062152, 598663492.0,   633872952
zipf_1.2_0.0.tr     ,LRU         ,300000      ,14807452    ,5192548     ,0.7403726   ,0.9522      ,  59329206.0,    96347836, 267031126.0,   304049756, 526658526.0,   563677156
zipf_1.2_0.0.tr     ,LRU         ,400000      ,15895934    ,4104066     ,0.7947967   ,0.9407      ,  48988627.0,    88728462, 213151267.0,   252891102, 418354567.0,   458094402
zipf_1.2_0.0.tr     ,LRU         ,500000      ,16430804    ,3569196     ,0.8215402   ,0.9339      ,  43907362.0,    84984372, 186675202.0,   227752212, 365135002.0,   406212012
zipf_1.2_0.0.tr     ,LRU         ,600000      ,17671910    ,2328090     ,0.8835955   ,0.9432      ,  32116855.0,    76296630, 125240455.0,   169420230, 241644955.0,   285824730
zipf_1.2_0.0.tr     ,LRU         ,700000      ,18028281    ,1971719     ,0.90141405  ,0.9384      ,  28731330.5,    73802033, 107600090.5,   152670793, 206186040.5,   251256743
zipf_1.2_0.0.tr     ,LRU         ,800000      ,19060433    ,939567      ,0.95302165  ,0.9019      ,  18925886.5,    66576969,  56508566.5,   104159649, 103486916.5,   151137999
zipf_1.2_0.0.tr     ,LRU         ,900000      ,19106359    ,893641      ,0.95531795  ,1.8848      ,  18489589.5,    66255487,  54235229.5,   102001127,  98917279.5,   146683177
zipf_1.2_0.0.tr     ,LRU         ,1000000     ,19106359    ,893641      ,0.95531795  ,0.9162      ,  18489589.5,    66255487,  54235229.5,   102001127,  98917279.5,   146683177
zipf_1.2_0.5.tr     ,LRU         ,1000        ,11813238    ,10186762    ,0.5369653636363636,0.9012      , 107774239.0,   137307334, 515244719.0,   544777814,1024582819.0,  1054115914
zipf_1.2_0.5.tr     ,LRU         ,2000        ,12193340    ,9806660     ,0.5542427272727273,0.8782      , 104163270.0,   134646620, 496429670.0,   526913020, 986762670.0,  1017246020
zipf_1.2_0.5.tr     ,LRU         ,3000        ,12422685    ,9577315     ,0.5646675   ,0.8724      , 101984492.5,   133041205, 485077092.5,   516133805, 963942842.5,   994999555
zipf_1.2_0.5.tr     ,LRU         ,4000        ,12590044    ,9409956     ,0.5722747272727273,0.8609      , 100394582.0,   131869692, 476792822.0,   508267932, 947290622.0,   978765732
zipf_1.2_0.5.tr     ,LRU         ,5000        ,12722555    ,9277445     ,0.5782979545454545,0.882       ,  99135727.5,   130942115, 470233527.5,   502039915, 934105777.5,   965912165
zipf_1.2_0.5.tr     ,LRU         ,6000        ,12833362    ,9166638     ,0.5833346363636364,0.8561      ,  98083061.0,   130166466, 464748581.0,   496831986, 923080481.0,   955163886
zipf_1.2_0.5.tr     ,LRU         ,7000        ,12927977    ,9072023     ,0.5876353181818181,0.8706      ,  97184218.5,   129504161, 460065138.5,   492385081, 913666288.5,   945986231
zipf_1.2_0.5.tr     ,LRU         ,8000        ,13011748    ,8988252     ,0.5914430909090909,0.8553      ,  96388394.0,   128917764, 455918474.0,   488447844, 905331074.0,   937860444
zipf_1.2_0.5.tr     ,LRU         ,9000        ,13087255    ,8912745     ,0.5948752272727272,0.8716      ,  95671077.5,   128389215, 452180877.5,   484899015, 897818127.5,   930536265
zipf_1.2_0.5.tr     ,LRU         ,10000       ,13155347    ,8844653     ,0.5979703181818182,0.8603      ,  95024203.5,   127912571, 448810323.5,   481698691, 891042973.5,   923931341
zipf_1.2_0.5.tr     ,LRU         ,20000       ,13635967    ,8364033     ,0.6198166818181818,0.8667      ,  90458313.5,   124548231, 425019633.5,   459109551, 843221283.5,   877311201
zipf_1.2_0.5.tr     ,LRU         ,30000       ,13948598    ,8051402     ,0.6340271818181819,0.8683      ,  87488319.0,   122359814, 409544399.0,   444415894, 812114499.0,   846985994
zipf_1.2_0.5.tr     ,LRU         ,40000       ,14188365    ,7811635     ,0.6449256818181818,0.877       ,  85210532.5,   120681445, 397675932.5,   433146845, 788257682.5,   823728595
zipf_1.2_0.5.tr     ,LRU         ,50000       ,14386341    ,7613659     ,0.6539245909090909,0.873       ,  83329760.5,   119295613, 387876120.5,   423841973, 768559070.5,   804524923
zipf_1.2_0.5.tr     ,LRU         ,60000       ,14558046    ,7441954     ,0.6617293636363636,0.8829      ,  81698563.0,   118093678, 379376723.0,   415771838, 751474423.0,   787869538
zipf_1.2_0.5.tr     ,LRU         ,70000       ,14710016    ,7289984     ,0.668637090909091,0.8832      ,  80254848.0,   117029888, 371854208.0,   408629248, 736353408.0,   773128448
zipf_1.2_0.5.tr     ,LRU         ,80000       ,14847367    ,7152633     ,0.6748803181818182,0.8902      ,  78950013.5,   116068431, 365055333.5,   402173751, 722686983.5,   759805401
zipf_1.2_0.5.tr     ,LRU         ,90000       ,14974281    ,7025719     ,0.6806491363636363,0.8768      ,  77744330.5,   115180033, 358773090.5,   396208793, 710059040.5,   747494743
zipf_1.2_0.5.tr     ,LRU         ,100000      ,15092518    ,6907482     ,0.6860235454545455,0.8982      ,  76621079.0,   114352374, 352920359.0,   390651654, 698294459.0,   736025754
zipf_1.2_0.5.tr     ,LRU         ,200000      ,16083784    ,5916216     ,0.7310810909090909,0.8538      ,  67204052.0,   107413512, 303852692.0,   344062152, 599663492.0,   639872952
zipf_1.2_0.5.tr     ,LRU         ,300000      ,16807452    ,5192548     ,0.7639750909090909,0.8697      ,  60329206.0,   102347836, 268031126.0,   310049756, 527658526.0,   569677156
zipf_1.2_0.5.tr     ,LRU         ,400000      ,17895934    ,4104066     ,0.8134515454545455,0.8706      ,  49988627.0,    94728462, 214151267.0,   258891102, 419354567.0,   464094402
zipf_1.2_0.5.tr     ,LRU         ,500000      ,18430804    ,3569196     ,0.8377638181818182,0.8769      ,  44907362.0,    90984372, 187675202.0,   233752212, 366135002.0,   412212012
zipf_1.2_0.5.tr     ,LRU         ,600000      ,19671910    ,2328090     ,0.8941777272727273,0.8769      ,  33116855.0,    82296630, 126240455.0,   175420230, 242644955.0,   291824730
zipf_1.2_0.5.tr     ,LRU         ,700000      ,20028281    ,1971719     ,0.9103764090909091,0.8845      ,  29731330.5,    79802033, 108600090.5,   158670793, 207186040.5,   257256743
zipf_1.2_0.5.tr     ,LRU         ,800000      ,21060433    ,939567      ,0.9572924090909091,0.8859      ,  19925886.5,    72576969,  57508566.5,   110159649, 104486916.5,   157137999
zipf_1.2_0.5.tr     ,LRU         ,900000      ,21106359    ,893641      ,0.9593799545454545,0.8881      ,  19489589.5,    72255487,  55235229.5,   108001127,  99917279.5,   152683177
zipf_1.2_0.5.tr     ,LRU         ,1000000     ,21106359    ,893641      ,0.9593799545454545,0.8775      ,  19489589.5,    72255487,  55235229.5,   108001127,  99917279.5,   152683177
zipf_1.2_1.0.tr     ,LRU         ,1000        ,13685103    ,10314897    ,0.570212625 ,0.8045      , 109991521.5,   144204279, 522587401.5,   556800159,1038332251.5,  1072545009
zipf_1.2_1.0.tr     ,LRU         ,2000        ,14065207    ,9934793     ,0.5860502916666667,0.7937      , 106380533.5,   141543551, 503772253.5,   538935271,1000511903.5,  1035674921
zipf_1.2_1.0.tr     ,LRU         ,3000        ,14294553    ,9705447     ,0.595606375 ,0.7957      , 104201746.5,   139938129, 492419626.5,   528156009, 977691976.5,  1013428359
zipf_1.2_1.0.tr     ,LRU         ,4000        ,14461917    ,9538083     ,0.602579875 ,0.7946      , 102611788.5,   138766581, 484135108.5,   520289901, 961039258.5,   997194051
zipf_1.2_1.0.tr     ,LRU         ,5000        ,14594428    ,9405572     ,0.6081011666666667,0.8046      , 101352934.0,   137839004, 477575814.0,   514061884, 947854414.0,   984340484
zipf_1.2_1.0.tr     ,LRU         ,6000        ,14705240    ,9294760     ,0.6127183333333334,0.7991      , 100300220.0,   137063320, 472090620.0,   508853720, 936828620.0,   973591720
zipf_1.2_1.0.tr     ,LRU         ,7000        ,14799862    ,9200138     ,0.6166609166666667,0.8173      ,  99401311.0,   136400966, 467406831.0,   504406486, 927413731.0,   964413386
zipf_1.2_1.0.tr     ,LRU         ,8000        ,14883645    ,9116355     ,0.620151875 ,0.8003      ,  98605372.5,   135814485, 463259572.5,   500468685, 919077322.5,   956286435
zipf_1.2_1.0.tr     ,LRU         ,9000        ,14959166    ,9040834     ,0.6232985833333333,0.8043      ,  97887923.0,   135285838, 459521283.0,   496919198, 911562983.0,   948960898
zipf_1.2_1.0.tr     ,LRU         ,10000       ,15027267    ,8972733     ,0.626136125 ,0.8078      ,  97240963.5,   134809131, 456150283.5,   493718451, 904786933.5,   942355101
zipf_1.2_1.0.tr     ,LRU         ,20000       ,15508075    ,8491925     ,0.6461697916666667,0.8106      ,  92673287.5,   131443475, 432350287.5,   471120475, 856946537.5,   895716725
zipf_1.2_1.0.tr     ,LRU         ,30000       ,15821102    ,8178898     ,0.6592125833333333,0.809       ,  89699531.0,   129252286, 416855451.0,   456408206, 825800351.0,   865353106
zipf_1.2_1.0.tr     ,LRU         ,40000       ,16061570    ,7938430     ,0.6692320833333333,0.8149      ,  87415085.0,   127569010, 404952285.0,   445106210, 801873785.0,   842027710
zipf_1.2_1.0.tr     ,LRU         ,50000       ,16260793    ,7739207     ,0.6775330416666666,0.8017      ,  85522466.5,   126174449, 395090746.5,   435742729, 782051096.5,   822703079
zipf_1.2_1.0.tr     ,LRU         ,60000       ,16434685    ,7565315     ,0.6847785416666666,0.8064      ,  83870492.5,   124957205, 386483092.5,   427569805, 764748842.5,   805835555
zipf_1.2_1.0.tr     ,LRU         ,70000       ,16590408    ,7409592     ,0.691267    ,0.8143      ,  82391124.0,   123867144, 378774804.0,   420250824, 749254404.0,   790730424
zipf_1.2_1.0.tr     ,LRU         ,80000       ,16731802    ,7268198     ,0.6971584166666667,0.8104      ,  81047881.0,   122877386, 371775801.0,   413605306, 735185701.0,   777015206
zipf_1.2_1.0.tr     ,LRU         ,90000       ,16862597    ,7137403     ,0.7026082083333334,0.8218      ,  79805328.5,   121961821, 365301448.5,   407457941, 722171598.5,   764328091
zipf_1.2_1.0.tr     ,LRU         ,100000      ,16984456    ,7015544     ,0.7076856666666667,0.8291      ,  78647668.0,   121108808, 359269428.0,   401730568, 710046628.0,   752507768
zipf_1.2_1.0.tr     ,LRU         ,200000      ,18083784    ,5916216     ,0.753491    ,0.7843      ,  68204052.0,   113413512, 304852692.0,   350062152, 600663492.0,   645872952
zipf_1.2_1.0.tr     ,LRU         ,300000      ,18807452    ,5192548     ,0.7836438333333333,0.7938      ,  61329206.0,   108347836, 269031126.0,   316049756, 528658526.0,   575677156
zipf_1.2_1.0.tr     ,LRU         ,400000      ,19895934    ,4104066     ,0.82899725  ,0.7996      ,  50988627.0,   100728462, 215151267.0,   264891102, 420354567.0,   470094402
zipf_1.2_1.0.tr     ,LRU         ,500000      ,20430804    ,3569196     ,0.8512835   ,0.8055      ,  45907362.0,    96984372, 188675202.0,   239752212, 367135002.0,   418212012
zipf_1.2_1.0.tr     ,LRU         ,600000      ,21671910    ,2328090     ,0.90299625  ,0.8115      ,  34116855.0,    88296630, 127240455.0,   181420230, 243644955.0,   297824730
zipf_1.2_1.0.tr     ,LRU         ,700000      ,22028281    ,1971719     ,0.9178450416666667,0.8031      ,  30731330.5,    85802033, 109600090.5,   164670793, 208186040.5,   263256743
zipf_1.2_1.0.tr     ,LRU         ,800000      ,23060433    ,939567      ,0.960851375 ,0.8068      ,  20925886.5,    78576969,  58508566.5,   116159649, 105486916.5,   163137999
zipf_1.2_1.0.tr     ,LRU         ,900000      ,23106359    ,893641      ,0.9627649583333333,0.8112      ,  20489589.5,    78255487,  56235229.5,   114001127, 100917279.5,   158683177
zipf_1.2_1.0.tr     ,LRU         ,1000000     ,23106359    ,893641      ,0.9627649583333333,0.8074      ,  20489589.5,    78255487,  56235229.5,   114001127, 100917279.5,   158683177
zipf_1.5_0.0.tr     ,LRU         ,1000        ,15616324    ,10383676    ,0.6006278461538461,0.7933      , 111644922.0,   150685732, 526991962.0,   566032772,1046175762.0,  1085216572
zipf_1.5_0.0.tr     ,LRU         ,2000        ,16016540    ,9983460     ,0.6160207692307692,0.7843      , 107842870.0,   147884220, 507181270.0,   547222620,1006354270.0,  1046395620
zipf_1.5_0.0.tr     ,LRU         ,3000        ,16254593    ,9745407     ,0.6251766538461538,0.7852      , 105581366.5,   146217849, 495397646.5,   536034129, 982667996.5,  1023304479
zipf_1.5_0.0.tr     ,LRU         ,4000        ,16427036    ,9572964     ,0.631809076923077,0.7811      , 103943158.0,   145010748, 486861718.0,   527929308, 965509918.0,  1006577508
zipf_1.5_0.0.tr     ,LRU         ,5000        ,16562940    ,9437060     ,0.6370361538461539,0.7661      , 102652070.0,   144059420, 480134470.0,   521541820, 951987470.0,   993394820
zipf_1.5_0.0.tr     ,LRU         ,6000        ,16676161    ,9323839     ,0.6413908076923077,0.7709      , 101576470.5,   143266873, 474530030.5,   516220433, 940721980.5,   982412383
zipf_1.5_0.0.tr     ,LRU         ,7000        ,16772564    ,9227436     ,0.6450986153846154,0.7949      , 100660642.0,   142592052, 469758082.0,   511689492, 931129882.0,   973061292
zipf_1.5_0.0.tr     ,LRU         ,8000        ,16857770    ,9142230     ,0.6483757692307692,0.7801      ,  99851185.0,   141995610, 465540385.0,   507684810, 922651885.0,   964796310
zipf_1.5_0.0.tr     ,LRU         ,9000        ,16934440    ,9065560     ,0.6513246153846154,0.7881      ,  99122820.0,   141458920, 461745220.0,   504081320, 915023220.0,   957359320
zipf_1.5_0.0.tr     ,LRU         ,10000       ,17003411    ,8996589     ,0.6539773461538462,0.7827      ,  98467595.5,   140976123, 458331155.5,   500839683, 908160605.5,   950669133
zipf_1.5_0.0.tr     ,LRU         ,20000       ,17487384    ,8512616     ,0.6725916923076923,0.7705      ,  93869852.0,   137588312, 434374492.0,   478092952, 860005292.0,   903723752
zipf_1.5_0.0.tr     ,LRU         ,30000       ,17800761    ,8199239     ,0.6846446538461538,0.8039      ,  90892770.5,   135394673, 418862330.5,   463364233, 828824280.5,   873326183
zipf_1.5_0.0.tr     ,LRU         ,40000       ,18041618    ,7958382     ,0.6939083846153846,0.7935      ,  88604629.0,   133708674, 406939909.0,   452043954, 804859009.0,   849963054
zipf_1.5_0.0.tr     ,LRU         ,50000       ,18241303    ,7758697     ,0.701588576923077,0.788       ,  86707621.5,   132310879, 397055501.5,   442658759, 784990351.5,   830593609
zipf_1.5_0.0.tr     ,LRU         ,60000       ,18415738    ,7584262     ,0.7082976153846153,0.8064      ,  85050489.0,   131089834, 388420969.0,   434460314, 767634069.0,   813673414
zipf_1.5_0.0.tr     ,LRU         ,70000       ,18572090    ,7427910     ,0.7143111538461538,0.8059      ,  83565145.0,   129995370, 380681545.0,   427111770, 752077045.0,   798507270
zipf_1.5_0.0.tr     ,LRU         ,80000       ,18714260    ,7285740     ,0.7197792307692308,0.8042      ,  82214530.0,   129000180, 373644130.0,   420429780, 737931130.0,   784716780
zipf_1.5_0.0.tr     ,LRU         ,90000       ,18846064    ,7153936     ,0.7248486153846154,0.8041      ,  80962392.0,   128077552, 367119832.0,   414234992, 724816632.0,   771931792
zipf_1.5_0.0.tr     ,LRU         ,100000      ,18969227    ,7030773     ,0.7295856538461538,0.7893      ,  79792343.5,   127215411, 361023263.5,   408446331, 712561913.5,   759984981
